1,"org.jsoup.Jsoup;org.jsoup.nodes.Attribute;org.jsoup.nodes.Attributes;org.jsoup.nodes.Comment;org.jsoup.nodes.DataNode;org.jsoup.nodes.Document;org.jsoup.nodes.Element;org.jsoup.nodes.Evaluator;org.jsoup.nodes.Node;org.jsoup.nodes.TextNode;org.jsoup.nodes.XmlDeclaration;org.jsoup.parser.Parser;org.jsoup.parser.Tag;org.jsoup.parser.TokenQueue;org.jsoup.select.Collector;org.jsoup.select.Elements;org.jsoup.select.Selector","org.jsoup.parser.ParserTest"
2,"org.jsoup.Jsoup;org.jsoup.nodes.Attribute;org.jsoup.nodes.Attributes;org.jsoup.nodes.Comment;org.jsoup.nodes.DataNode;org.jsoup.nodes.Document;org.jsoup.nodes.Element;org.jsoup.nodes.Evaluator;org.jsoup.nodes.Node;org.jsoup.nodes.TextNode;org.jsoup.nodes.XmlDeclaration;org.jsoup.parser.Parser;org.jsoup.parser.Tag;org.jsoup.parser.TokenQueue;org.jsoup.select.Collector;org.jsoup.select.Elements;org.jsoup.select.Selector","org.jsoup.parser.ParserTest;org.jsoup.TextUtil"
3,"org.jsoup.Jsoup;org.jsoup.nodes.Attribute;org.jsoup.nodes.Attributes;org.jsoup.nodes.Comment;org.jsoup.nodes.DataNode;org.jsoup.nodes.Document;org.jsoup.nodes.Element;org.jsoup.nodes.Evaluator;org.jsoup.nodes.Node;org.jsoup.nodes.TextNode;org.jsoup.nodes.XmlDeclaration;org.jsoup.parser.Parser;org.jsoup.parser.Tag;org.jsoup.parser.TokenQueue;org.jsoup.select.Collector;org.jsoup.select.Elements;org.jsoup.select.Selector","org.jsoup.nodes.ElementTest;org.jsoup.parser.ParserTest;org.jsoup.TextUtil"
4,"org.jsoup.nodes.Entities","org.jsoup.nodes.EntitiesTest"
5,"org.jsoup.helper.StringUtil;org.jsoup.helper.Validate;org.jsoup.Jsoup;org.jsoup.nodes.Attributes;org.jsoup.nodes.Comment;org.jsoup.nodes.DataNode;org.jsoup.nodes.Document;org.jsoup.nodes.Element;org.jsoup.nodes.Entities;org.jsoup.nodes.Evaluator;org.jsoup.nodes.Node;org.jsoup.nodes.TextNode;org.jsoup.nodes.XmlDeclaration;org.jsoup.parser.Parser;org.jsoup.parser.Tag;org.jsoup.parser.TokenQueue;org.jsoup.select.NodeTraversor;org.jsoup.select.NodeVisitor","org.jsoup.parser.ParserTest"
6,"org.jsoup.helper.DataUtil;org.jsoup.helper.StringUtil;org.jsoup.helper.Validate;org.jsoup.Jsoup;org.jsoup.nodes.Attribute;org.jsoup.nodes.Attributes;org.jsoup.nodes.Comment;org.jsoup.nodes.DataNode;org.jsoup.nodes.Document;org.jsoup.nodes.Element;org.jsoup.nodes.Entities;org.jsoup.nodes.Evaluator;org.jsoup.nodes.Node;org.jsoup.nodes.TextNode;org.jsoup.nodes.XmlDeclaration;org.jsoup.parser.Parser;org.jsoup.parser.Tag;org.jsoup.parser.TokenQueue;org.jsoup.select.Collector;org.jsoup.select.Elements;org.jsoup.select.NodeTraversor;org.jsoup.select.NodeVisitor;org.jsoup.select.Selector","org.jsoup.integration.ParseTest;org.jsoup.nodes.EntitiesTest"
7,"org.jsoup.helper.StringUtil;org.jsoup.helper.Validate;org.jsoup.Jsoup;org.jsoup.nodes.Attribute;org.jsoup.nodes.Attributes;org.jsoup.nodes.Comment;org.jsoup.nodes.DataNode;org.jsoup.nodes.Document;org.jsoup.nodes.Element;org.jsoup.nodes.Entities;org.jsoup.nodes.Evaluator;org.jsoup.nodes.Node;org.jsoup.nodes.TextNode;org.jsoup.nodes.XmlDeclaration;org.jsoup.parser.Parser;org.jsoup.parser.Tag;org.jsoup.parser.TokenQueue;org.jsoup.select.Collector;org.jsoup.select.Elements;org.jsoup.select.NodeTraversor;org.jsoup.select.NodeVisitor","org.jsoup.nodes.DocumentTest;org.jsoup.TextUtil"
8,"org.jsoup.helper.StringUtil;org.jsoup.helper.Validate;org.jsoup.Jsoup;org.jsoup.nodes.Attribute;org.jsoup.nodes.Attributes;org.jsoup.nodes.Comment;org.jsoup.nodes.DataNode;org.jsoup.nodes.Document;org.jsoup.nodes.Element;org.jsoup.nodes.Entities;org.jsoup.nodes.Evaluator;org.jsoup.nodes.Node;org.jsoup.nodes.TextNode;org.jsoup.nodes.XmlDeclaration;org.jsoup.parser.Parser;org.jsoup.parser.Tag;org.jsoup.parser.TokenQueue;org.jsoup.select.Collector;org.jsoup.select.Elements;org.jsoup.select.NodeTraversor;org.jsoup.select.NodeVisitor;org.jsoup.select.Selector","org.jsoup.nodes.ElementTest"
9,"org.jsoup.nodes.Entities","org.jsoup.nodes.EntitiesTest"
10,"org.jsoup.helper.Validate;org.jsoup.Jsoup;org.jsoup.nodes.Attribute;org.jsoup.nodes.Attributes;org.jsoup.nodes.Comment;org.jsoup.nodes.DataNode;org.jsoup.nodes.Document;org.jsoup.nodes.Element;org.jsoup.nodes.Entities;org.jsoup.nodes.Evaluator;org.jsoup.nodes.Node;org.jsoup.nodes.TextNode;org.jsoup.nodes.XmlDeclaration;org.jsoup.parser.Parser;org.jsoup.parser.Tag;org.jsoup.parser.TokenQueue;org.jsoup.select.Collector;org.jsoup.select.Elements;org.jsoup.select.NodeTraversor;org.jsoup.select.NodeVisitor;org.jsoup.select.Selector","org.jsoup.nodes.NodeTest"
