1,"com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.io.BaseReader;com.fasterxml.jackson.core.io.CharTypes;com.fasterxml.jackson.core.io.IOContext;com.fasterxml.jackson.core.io.MergedStream;com.fasterxml.jackson.core.io.NumberInput;com.fasterxml.jackson.core.io.SerializedString;com.fasterxml.jackson.core.io.UTF32Reader;com.fasterxml.jackson.core.io.UTF8Writer;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper;com.fasterxml.jackson.core.json.JsonGeneratorImpl;com.fasterxml.jackson.core.json.JsonReadContext;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.UTF8StreamJsonParser;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator;com.fasterxml.jackson.core.JsonEncoding;com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonGenerator;com.fasterxml.jackson.core.JsonLocation;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonStreamContext;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.PrettyPrinter;com.fasterxml.jackson.core.SerializableString;com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer;com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer;com.fasterxml.jackson.core.sym.Name;com.fasterxml.jackson.core.sym.Name1;com.fasterxml.jackson.core.sym.Name2;com.fasterxml.jackson.core.sym.Name3;com.fasterxml.jackson.core.sym.NameN;com.fasterxml.jackson.core.util.BufferRecycler;com.fasterxml.jackson.core.util.DefaultPrettyPrinter;com.fasterxml.jackson.core.util.Instantiatable;com.fasterxml.jackson.core.util.TextBuffer;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.json.TestParserNonStandard;com.fasterxml.jackson.test.BaseTest","com.fasterxml.jackson.core.json.TestParserNonStandard::testAllowNaN"
2,"com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.io.BaseReader;com.fasterxml.jackson.core.io.CharTypes;com.fasterxml.jackson.core.io.IOContext;com.fasterxml.jackson.core.io.MergedStream;com.fasterxml.jackson.core.io.SerializedString;com.fasterxml.jackson.core.io.UTF32Reader;com.fasterxml.jackson.core.io.UTF8Writer;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper;com.fasterxml.jackson.core.json.JsonGeneratorImpl;com.fasterxml.jackson.core.json.JsonReadContext;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.UTF8StreamJsonParser;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator;com.fasterxml.jackson.core.JsonEncoding;com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonGenerator;com.fasterxml.jackson.core.JsonLocation;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonStreamContext;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.PrettyPrinter;com.fasterxml.jackson.core.SerializableString;com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer;com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer;com.fasterxml.jackson.core.sym.Name;com.fasterxml.jackson.core.sym.Name1;com.fasterxml.jackson.core.sym.Name2;com.fasterxml.jackson.core.sym.Name3;com.fasterxml.jackson.core.sym.NameN;com.fasterxml.jackson.core.util.BufferRecycler;com.fasterxml.jackson.core.util.DefaultPrettyPrinter;com.fasterxml.jackson.core.util.Instantiatable;com.fasterxml.jackson.core.util.TextBuffer;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.json.TestParserErrorHandling;com.fasterxml.jackson.test.BaseTest","com.fasterxml.jackson.core.json.TestParserErrorHandling::testMangledNumbersBytes;com.fasterxml.jackson.core.json.TestParserErrorHandling::testMangledNumbersChars"
3,"com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.io.BaseReader;com.fasterxml.jackson.core.io.CharTypes;com.fasterxml.jackson.core.io.IOContext;com.fasterxml.jackson.core.io.MergedStream;com.fasterxml.jackson.core.io.SerializedString;com.fasterxml.jackson.core.io.UTF32Reader;com.fasterxml.jackson.core.io.UTF8Writer;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper;com.fasterxml.jackson.core.json.JsonGeneratorImpl;com.fasterxml.jackson.core.json.JsonReadContext;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.UTF8StreamJsonParser;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator;com.fasterxml.jackson.core.JsonEncoding;com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonGenerator;com.fasterxml.jackson.core.JsonLocation;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonStreamContext;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.PrettyPrinter;com.fasterxml.jackson.core.SerializableString;com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer;com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer;com.fasterxml.jackson.core.sym.Name;com.fasterxml.jackson.core.sym.Name1;com.fasterxml.jackson.core.sym.Name2;com.fasterxml.jackson.core.sym.Name3;com.fasterxml.jackson.core.sym.NameN;com.fasterxml.jackson.core.util.BufferRecycler;com.fasterxml.jackson.core.util.DefaultPrettyPrinter;com.fasterxml.jackson.core.util.Instantiatable;com.fasterxml.jackson.core.util.TextBuffer;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.json.TestLocation;com.fasterxml.jackson.test.BaseTest","com.fasterxml.jackson.core.json.TestLocation::testOffsetWithInputOffset"
4,"com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.util.BufferRecycler;com.fasterxml.jackson.core.util.TextBuffer;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.BaseTest;com.fasterxml.jackson.core.util.TestTextBuffer","com.fasterxml.jackson.core.util.TestTextBuffer::testExpand"
5,"com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonPointer;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.TestJsonPointer;com.fasterxml.jackson.test.BaseTest","com.fasterxml.jackson.core.TestJsonPointer::testWonkyNumber173"
6,"com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonPointer;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.TestJsonPointer;com.fasterxml.jackson.test.BaseTest","com.fasterxml.jackson.core.TestJsonPointer::testIZeroIndex"
7,"com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.io.CharTypes;com.fasterxml.jackson.core.io.IOContext;com.fasterxml.jackson.core.io.SerializedString;com.fasterxml.jackson.core.io.UTF8Writer;com.fasterxml.jackson.core.json.JsonGeneratorImpl;com.fasterxml.jackson.core.json.JsonWriteContext;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator;com.fasterxml.jackson.core.JsonEncoding;com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonGenerationException;com.fasterxml.jackson.core.JsonGenerator;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonStreamContext;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.PrettyPrinter;com.fasterxml.jackson.core.SerializableString;com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer;com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer;com.fasterxml.jackson.core.sym.Name;com.fasterxml.jackson.core.sym.Name1;com.fasterxml.jackson.core.sym.Name2;com.fasterxml.jackson.core.sym.Name3;com.fasterxml.jackson.core.sym.NameN;com.fasterxml.jackson.core.util.BufferRecycler;com.fasterxml.jackson.core.util.DefaultPrettyPrinter;com.fasterxml.jackson.core.util.Instantiatable;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.BaseTest;com.fasterxml.jackson.core.json.GeneratorFailTest","com.fasterxml.jackson.core.json.GeneratorFailTest::testFailOnWritingStringNotFieldNameBytes;com.fasterxml.jackson.core.json.GeneratorFailTest::testFailOnWritingStringNotFieldNameChars"
8,"com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.util.BufferRecycler;com.fasterxml.jackson.core.util.TextBuffer;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.BaseTest;com.fasterxml.jackson.core.util.TestTextBuffer","com.fasterxml.jackson.core.util.TestTextBuffer::testEmpty"
9,"com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.io.CharTypes;com.fasterxml.jackson.core.io.IOContext;com.fasterxml.jackson.core.io.MergedStream;com.fasterxml.jackson.core.io.SerializedString;com.fasterxml.jackson.core.io.UTF32Reader;com.fasterxml.jackson.core.io.UTF8Writer;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper;com.fasterxml.jackson.core.json.JsonGeneratorImpl;com.fasterxml.jackson.core.json.JsonReadContext;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.UTF8StreamJsonParser;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator;com.fasterxml.jackson.core.JsonEncoding;com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonGenerator;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonStreamContext;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.PrettyPrinter;com.fasterxml.jackson.core.SerializableString;com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer;com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer;com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer;com.fasterxml.jackson.core.sym.Name;com.fasterxml.jackson.core.sym.Name1;com.fasterxml.jackson.core.sym.Name2;com.fasterxml.jackson.core.sym.Name3;com.fasterxml.jackson.core.sym.NameN;com.fasterxml.jackson.core.util.BufferRecycler;com.fasterxml.jackson.core.util.DefaultPrettyPrinter;com.fasterxml.jackson.core.util.Instantiatable;com.fasterxml.jackson.core.util.InternCache;com.fasterxml.jackson.core.util.JsonParserDelegate;com.fasterxml.jackson.core.util.TextBuffer;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.BaseTest;com.fasterxml.jackson.core.json.TestJsonParser","com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextBytes;com.fasterxml.jackson.core.json.TestJsonParser::testGetValueAsTextChars"
10,"com.fasterxml.jackson.core.base.GeneratorBase;com.fasterxml.jackson.core.base.ParserBase;com.fasterxml.jackson.core.base.ParserMinimalBase;com.fasterxml.jackson.core.io.CharacterEscapes;com.fasterxml.jackson.core.io.CharTypes;com.fasterxml.jackson.core.io.InputDecorator;com.fasterxml.jackson.core.io.IOContext;com.fasterxml.jackson.core.io.MergedStream;com.fasterxml.jackson.core.io.OutputDecorator;com.fasterxml.jackson.core.io.SerializedString;com.fasterxml.jackson.core.io.UTF32Reader;com.fasterxml.jackson.core.io.UTF8Writer;com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper;com.fasterxml.jackson.core.json.JsonGeneratorImpl;com.fasterxml.jackson.core.json.JsonReadContext;com.fasterxml.jackson.core.json.ReaderBasedJsonParser;com.fasterxml.jackson.core.json.UTF8JsonGenerator;com.fasterxml.jackson.core.json.UTF8StreamJsonParser;com.fasterxml.jackson.core.json.WriterBasedJsonGenerator;com.fasterxml.jackson.core.JsonEncoding;com.fasterxml.jackson.core.JsonFactory;com.fasterxml.jackson.core.JsonGenerator;com.fasterxml.jackson.core.JsonParseException;com.fasterxml.jackson.core.JsonParser;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.core.JsonStreamContext;com.fasterxml.jackson.core.JsonToken;com.fasterxml.jackson.core.ObjectCodec;com.fasterxml.jackson.core.PrettyPrinter;com.fasterxml.jackson.core.SerializableString;com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer;com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer;com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer;com.fasterxml.jackson.core.sym.Name;com.fasterxml.jackson.core.sym.Name1;com.fasterxml.jackson.core.sym.Name2;com.fasterxml.jackson.core.sym.Name3;com.fasterxml.jackson.core.sym.NameN;com.fasterxml.jackson.core.TreeCodec;com.fasterxml.jackson.core.util.BufferRecycler;com.fasterxml.jackson.core.util.DefaultPrettyPrinter;com.fasterxml.jackson.core.util.Instantiatable;com.fasterxml.jackson.core.util.InternCache;com.fasterxml.jackson.core.util.TextBuffer;com.fasterxml.jackson.core.Versioned","com.fasterxml.jackson.core.BaseTest;com.fasterxml.jackson.core.sym.TestByteBasedSymbols;com.fasterxml.jackson.core.sym.TestSymbolTables","com.fasterxml.jackson.core.sym.TestByteBasedSymbols::testIssue207;com.fasterxml.jackson.core.sym.TestSymbolTables::testCollisionsWithBytesNew187b;com.fasterxml.jackson.core.sym.TestSymbolTables::testSyntheticWithBytesNew;com.fasterxml.jackson.core.sym.TestSymbolTables::testShortNameCollisionsDirectNew"
