1,"org.apache.commons.math3.exception.ConvergenceException;org.apache.commons.math3.exception.MathArithmeticException;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.MathIllegalStateException;org.apache.commons.math3.exception.NotFiniteNumberException;org.apache.commons.math3.exception.NotPositiveException;org.apache.commons.math3.exception.NullArgumentException;org.apache.commons.math3.exception.NumberIsTooSmallException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.exception.util.Localizable;org.apache.commons.math3.exception.util.LocalizedFormats;org.apache.commons.math3.exception.ZeroException;org.apache.commons.math3.Field;org.apache.commons.math3.FieldElement;org.apache.commons.math3.fraction.BigFraction;org.apache.commons.math3.fraction.Fraction;org.apache.commons.math3.fraction.FractionConversionException;org.apache.commons.math3.util.ArithmeticUtils;org.apache.commons.math3.util.FastMath;org.apache.commons.math3.util.MathUtils","org.apache.commons.math3.fraction.BigFractionTest;org.apache.commons.math3.fraction.FractionTest","org.apache.commons.math3.fraction.BigFractionTest::testDigitLimitConstructor;org.apache.commons.math3.fraction.FractionTest::testDigitLimitConstructor"
2,"org.apache.commons.math3.distribution.AbstractIntegerDistribution;org.apache.commons.math3.distribution.HypergeometricDistribution;org.apache.commons.math3.distribution.IntegerDistribution;org.apache.commons.math3.distribution.SaddlePointExpansion;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.MathIllegalStateException;org.apache.commons.math3.exception.MathInternalError;org.apache.commons.math3.exception.NotANumberException;org.apache.commons.math3.exception.NotFiniteNumberException;org.apache.commons.math3.exception.NotPositiveException;org.apache.commons.math3.exception.NotStrictlyPositiveException;org.apache.commons.math3.exception.NumberIsTooLargeException;org.apache.commons.math3.exception.NumberIsTooSmallException;org.apache.commons.math3.exception.OutOfRangeException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.exception.util.Localizable;org.apache.commons.math3.random.AbstractWell;org.apache.commons.math3.random.BitsStreamGenerator;org.apache.commons.math3.random.RandomData;org.apache.commons.math3.random.RandomDataGenerator;org.apache.commons.math3.random.RandomDataImpl;org.apache.commons.math3.random.RandomGenerator;org.apache.commons.math3.random.Well19937c;org.apache.commons.math3.util.FastMath;org.apache.commons.math3.util.FastMathLiteralArrays","org.apache.commons.math3.distribution.HypergeometricDistributionTest;org.apache.commons.math3.distribution.IntegerDistributionAbstractTest","org.apache.commons.math3.distribution.HypergeometricDistributionTest::testMath1021"
3,"org.apache.commons.math3.exception.DimensionMismatchException;org.apache.commons.math3.exception.MathArithmeticException;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.MathIllegalStateException;org.apache.commons.math3.exception.MathInternalError;org.apache.commons.math3.exception.NoDataException;org.apache.commons.math3.exception.NonMonotonicSequenceException;org.apache.commons.math3.exception.NotPositiveException;org.apache.commons.math3.exception.NotStrictlyPositiveException;org.apache.commons.math3.exception.NullArgumentException;org.apache.commons.math3.exception.NumberIsTooSmallException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.exception.util.Localizable;org.apache.commons.math3.util.MathArrays","org.apache.commons.math3.util.MathArraysTest","org.apache.commons.math3.util.MathArraysTest::testLinearCombinationWithSingleElementArray"
4,"org.apache.commons.math3.exception.DimensionMismatchException;org.apache.commons.math3.exception.MathArithmeticException;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.MathIllegalStateException;org.apache.commons.math3.exception.MathInternalError;org.apache.commons.math3.exception.NoDataException;org.apache.commons.math3.exception.NonMonotonicSequenceException;org.apache.commons.math3.exception.NotPositiveException;org.apache.commons.math3.exception.NotStrictlyPositiveException;org.apache.commons.math3.exception.NullArgumentException;org.apache.commons.math3.exception.NumberIsTooSmallException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.exception.util.Localizable;org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet;org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint;org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint;org.apache.commons.math3.geometry.euclidean.oned.Vector1D;org.apache.commons.math3.geometry.euclidean.threed.Line;org.apache.commons.math3.geometry.euclidean.threed.SubLine;org.apache.commons.math3.geometry.euclidean.threed.Vector3D;org.apache.commons.math3.geometry.euclidean.twod.Line;org.apache.commons.math3.geometry.euclidean.twod.SubLine;org.apache.commons.math3.geometry.euclidean.twod.Vector2D;org.apache.commons.math3.geometry.partitioning.AbstractRegion;org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane;org.apache.commons.math3.geometry.partitioning.BSPTree;org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor;org.apache.commons.math3.geometry.partitioning.Embedding;org.apache.commons.math3.geometry.partitioning.Hyperplane;org.apache.commons.math3.geometry.partitioning.Region;org.apache.commons.math3.geometry.partitioning.SubHyperplane;org.apache.commons.math3.geometry.partitioning.Transform;org.apache.commons.math3.geometry.Space;org.apache.commons.math3.geometry.Vector;org.apache.commons.math3.util.FastMath;org.apache.commons.math3.util.MathArrays;org.apache.commons.math3.util.Precision","org.apache.commons.math3.geometry.euclidean.threed.SubLineTest;org.apache.commons.math3.geometry.euclidean.twod.SubLineTest","org.apache.commons.math3.geometry.euclidean.threed.SubLineTest::testIntersectionNotIntersecting;org.apache.commons.math3.geometry.euclidean.twod.SubLineTest::testIntersectionParallel"
5,"org.apache.commons.math3.complex.Complex;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.NotPositiveException;org.apache.commons.math3.exception.NullArgumentException;org.apache.commons.math3.exception.NumberIsTooSmallException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.exception.util.Localizable;org.apache.commons.math3.Field;org.apache.commons.math3.FieldElement","org.apache.commons.math3.complex.ComplexTest","org.apache.commons.math3.complex.ComplexTest::testReciprocalZero"
6,"org.apache.commons.math3.analysis.BivariateFunction;org.apache.commons.math3.analysis.DifferentiableUnivariateFunction;org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction;org.apache.commons.math3.analysis.function.Sinc;org.apache.commons.math3.analysis.MultivariateFunction;org.apache.commons.math3.analysis.MultivariateMatrixFunction;org.apache.commons.math3.analysis.MultivariateVectorFunction;org.apache.commons.math3.analysis.solvers.AbstractUnivariateSolver;org.apache.commons.math3.analysis.solvers.BaseAbstractUnivariateSolver;org.apache.commons.math3.analysis.solvers.BaseUnivariateSolver;org.apache.commons.math3.analysis.solvers.BrentSolver;org.apache.commons.math3.analysis.solvers.UnivariateSolver;org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils;org.apache.commons.math3.analysis.UnivariateFunction;org.apache.commons.math3.exception.ConvergenceException;org.apache.commons.math3.exception.DimensionMismatchException;org.apache.commons.math3.exception.MathArithmeticException;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.MathIllegalStateException;org.apache.commons.math3.exception.MathInternalError;org.apache.commons.math3.exception.MathParseException;org.apache.commons.math3.exception.MathUnsupportedOperationException;org.apache.commons.math3.exception.MaxCountExceededException;org.apache.commons.math3.exception.MultiDimensionMismatchException;org.apache.commons.math3.exception.NoBracketingException;org.apache.commons.math3.exception.NoDataException;org.apache.commons.math3.exception.NonMonotonicSequenceException;org.apache.commons.math3.exception.NotFiniteNumberException;org.apache.commons.math3.exception.NotPositiveException;org.apache.commons.math3.exception.NotStrictlyPositiveException;org.apache.commons.math3.exception.NullArgumentException;org.apache.commons.math3.exception.NumberIsTooLargeException;org.apache.commons.math3.exception.NumberIsTooSmallException;org.apache.commons.math3.exception.OutOfRangeException;org.apache.commons.math3.exception.TooManyEvaluationsException;org.apache.commons.math3.exception.TooManyIterationsException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.exception.util.Localizable;org.apache.commons.math3.exception.ZeroException;org.apache.commons.math3.linear.AbstractFieldMatrix;org.apache.commons.math3.linear.AbstractRealMatrix;org.apache.commons.math3.linear.AnyMatrix;org.apache.commons.math3.linear.Array2DRowFieldMatrix;org.apache.commons.math3.linear.Array2DRowRealMatrix;org.apache.commons.math3.linear.ArrayRealVector;org.apache.commons.math3.linear.BlockFieldMatrix;org.apache.commons.math3.linear.BlockRealMatrix;org.apache.commons.math3.linear.DecompositionSolver;org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor;org.apache.commons.math3.linear.DiagonalMatrix;org.apache.commons.math3.linear.EigenDecomposition;org.apache.commons.math3.linear.FieldMatrix;org.apache.commons.math3.linear.FieldMatrixPreservingVisitor;org.apache.commons.math3.linear.FieldVector;org.apache.commons.math3.linear.LUDecomposition;org.apache.commons.math3.linear.MatrixDimensionMismatchException;org.apache.commons.math3.linear.MatrixUtils;org.apache.commons.math3.linear.NonSquareMatrixException;org.apache.commons.math3.linear.NonSymmetricMatrixException;org.apache.commons.math3.linear.OpenMapRealMatrix;org.apache.commons.math3.linear.RealLinearOperator;org.apache.commons.math3.linear.RealMatrix;org.apache.commons.math3.linear.RealMatrixChangingVisitor;org.apache.commons.math3.linear.RealMatrixFormat;org.apache.commons.math3.linear.RealMatrixPreservingVisitor;org.apache.commons.math3.linear.RealVector;org.apache.commons.math3.linear.RealVectorFormat;org.apache.commons.math3.linear.SingularMatrixException;org.apache.commons.math3.linear.SparseRealMatrix;org.apache.commons.math3.linear.TriDiagonalTransformer;org.apache.commons.math3.optim.AbstractConvergenceChecker;org.apache.commons.math3.optim.BaseMultivariateOptimizer;org.apache.commons.math3.optim.BaseOptimizer;org.apache.commons.math3.optim.ConvergenceChecker;org.apache.commons.math3.optim.InitialGuess;org.apache.commons.math3.optim.MaxEval;org.apache.commons.math3.optim.MaxIter;org.apache.commons.math3.optim.nonlinear.scalar.GoalType;org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.gradient.Preconditioner;org.apache.commons.math3.optim.nonlinear.scalar.GradientMultivariateOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.MultivariateOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.MultiDirectionalSimplex;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.NelderMeadSimplex;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.ObjectiveFunction;org.apache.commons.math3.optim.nonlinear.scalar.ObjectiveFunctionGradient;org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizer;org.apache.commons.math3.optim.nonlinear.vector.JacobianMultivariateVectorOptimizer;org.apache.commons.math3.optim.nonlinear.vector.ModelFunction;org.apache.commons.math3.optim.nonlinear.vector.ModelFunctionJacobian;org.apache.commons.math3.optim.nonlinear.vector.MultivariateVectorOptimizer;org.apache.commons.math3.optim.nonlinear.vector.Target;org.apache.commons.math3.optim.nonlinear.vector.Weight;org.apache.commons.math3.optim.OptimizationData;org.apache.commons.math3.optim.PointValuePair;org.apache.commons.math3.optim.PointVectorValuePair;org.apache.commons.math3.optim.SimpleBounds;org.apache.commons.math3.optim.SimpleValueChecker;org.apache.commons.math3.optim.SimpleVectorValueChecker;org.apache.commons.math3.optim.univariate.BracketFinder;org.apache.commons.math3.optim.univariate.BrentOptimizer;org.apache.commons.math3.optim.univariate.SearchInterval;org.apache.commons.math3.optim.univariate.SimpleUnivariateValueChecker;org.apache.commons.math3.optim.univariate.UnivariateObjectiveFunction;org.apache.commons.math3.optim.univariate.UnivariateOptimizer;org.apache.commons.math3.optim.univariate.UnivariatePointValuePair;org.apache.commons.math3.random.BitsStreamGenerator;org.apache.commons.math3.random.MersenneTwister;org.apache.commons.math3.random.RandomGenerator;org.apache.commons.math3.util.CompositeFormat;org.apache.commons.math3.util.FastMath;org.apache.commons.math3.util.FastMathLiteralArrays;org.apache.commons.math3.util.Incrementor;org.apache.commons.math3.util.MathArrays;org.apache.commons.math3.util.MathUtils;org.apache.commons.math3.util.Pair;org.apache.commons.math3.util.Precision","org.apache.commons.math3.analysis.SumSincFunction;org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizerTest;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest;org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizerAbstractTest;org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest;org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest;org.apache.commons.math3.optim.nonlinear.vector.jacobian.StatisticalReferenceDataset;org.apache.commons.math3.Retry;org.apache.commons.math3.RetryRunner","org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest::testTrivial;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testConstrainedRosen;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testElliRotated;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testEllipse;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testTwoAxes;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testCigar;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testRosen;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testRastrigin;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testDiagonalRosen;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testSsDiffPow;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testMaximize;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testAckley;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testCigTab;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testDiffPow;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testSphere;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testTablet;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testCigarWithBoundaries;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizerTest::testSumSinc;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMaximize1;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMaximize2;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMinimize1;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMinimize2;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMaximize1;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMaximize2;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMinimize1;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMinimize2;org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest::testGetIterations;org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest::testGetIterations"
7,"org.apache.commons.math3.analysis.solvers.AbstractUnivariateSolver;org.apache.commons.math3.analysis.solvers.AllowedSolution;org.apache.commons.math3.analysis.solvers.BaseAbstractUnivariateSolver;org.apache.commons.math3.analysis.solvers.BaseUnivariateSolver;org.apache.commons.math3.analysis.solvers.BracketedUnivariateSolver;org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver;org.apache.commons.math3.analysis.solvers.UnivariateSolver;org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils;org.apache.commons.math3.analysis.UnivariateFunction;org.apache.commons.math3.exception.DimensionMismatchException;org.apache.commons.math3.exception.MathArithmeticException;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.MathIllegalStateException;org.apache.commons.math3.exception.MathInternalError;org.apache.commons.math3.exception.MaxCountExceededException;org.apache.commons.math3.exception.NoBracketingException;org.apache.commons.math3.exception.NotFiniteNumberException;org.apache.commons.math3.exception.NotStrictlyPositiveException;org.apache.commons.math3.exception.NullArgumentException;org.apache.commons.math3.exception.NumberIsTooLargeException;org.apache.commons.math3.exception.NumberIsTooSmallException;org.apache.commons.math3.exception.TooManyEvaluationsException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.exception.util.Localizable;org.apache.commons.math3.ode.AbstractIntegrator;org.apache.commons.math3.ode.EquationsMapper;org.apache.commons.math3.ode.events.EventHandler;org.apache.commons.math3.ode.events.EventState;org.apache.commons.math3.ode.ExpandableStatefulODE;org.apache.commons.math3.ode.FirstOrderDifferentialEquations;org.apache.commons.math3.ode.FirstOrderIntegrator;org.apache.commons.math3.ode.nonstiff.AdaptiveStepsizeIntegrator;org.apache.commons.math3.ode.nonstiff.DormandPrince853Integrator;org.apache.commons.math3.ode.nonstiff.DormandPrince853StepInterpolator;org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaIntegrator;org.apache.commons.math3.ode.nonstiff.RungeKuttaStepInterpolator;org.apache.commons.math3.ode.ODEIntegrator;org.apache.commons.math3.ode.sampling.AbstractStepInterpolator;org.apache.commons.math3.ode.sampling.StepHandler;org.apache.commons.math3.ode.sampling.StepInterpolator;org.apache.commons.math3.util.FastMath;org.apache.commons.math3.util.FastMathLiteralArrays;org.apache.commons.math3.util.Incrementor;org.apache.commons.math3.util.MathUtils;org.apache.commons.math3.util.Precision","org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest;org.apache.commons.math3.ode.TestProblem1;org.apache.commons.math3.ode.TestProblem4;org.apache.commons.math3.ode.TestProblem5;org.apache.commons.math3.ode.TestProblemAbstract","org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest::testEventsScheduling"
8,"org.apache.commons.math3.analysis.UnivariateFunction;org.apache.commons.math3.distribution.AbstractRealDistribution;org.apache.commons.math3.distribution.DiscreteDistribution;org.apache.commons.math3.distribution.DiscreteRealDistribution;org.apache.commons.math3.distribution.RealDistribution;org.apache.commons.math3.exception.DimensionMismatchException;org.apache.commons.math3.exception.MathArithmeticException;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.MathIllegalStateException;org.apache.commons.math3.exception.MathInternalError;org.apache.commons.math3.exception.NonMonotonicSequenceException;org.apache.commons.math3.exception.NotANumberException;org.apache.commons.math3.exception.NotFiniteNumberException;org.apache.commons.math3.exception.NotPositiveException;org.apache.commons.math3.exception.NotStrictlyPositiveException;org.apache.commons.math3.exception.NullArgumentException;org.apache.commons.math3.exception.NumberIsTooLargeException;org.apache.commons.math3.exception.NumberIsTooSmallException;org.apache.commons.math3.exception.OutOfRangeException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.exception.util.Localizable;org.apache.commons.math3.random.AbstractWell;org.apache.commons.math3.random.BitsStreamGenerator;org.apache.commons.math3.random.RandomData;org.apache.commons.math3.random.RandomDataGenerator;org.apache.commons.math3.random.RandomDataImpl;org.apache.commons.math3.random.RandomGenerator;org.apache.commons.math3.random.Well19937c;org.apache.commons.math3.util.MathArrays;org.apache.commons.math3.util.Pair","org.apache.commons.math3.distribution.DiscreteRealDistributionTest","org.apache.commons.math3.distribution.DiscreteRealDistributionTest::testIssue942"
9,"org.apache.commons.math3.exception.DimensionMismatchException;org.apache.commons.math3.exception.MathArithmeticException;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.MathIllegalStateException;org.apache.commons.math3.exception.MathInternalError;org.apache.commons.math3.exception.NonMonotonicSequenceException;org.apache.commons.math3.exception.NotPositiveException;org.apache.commons.math3.exception.NotStrictlyPositiveException;org.apache.commons.math3.exception.NullArgumentException;org.apache.commons.math3.exception.NumberIsTooSmallException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.exception.util.Localizable;org.apache.commons.math3.geometry.euclidean.threed.Line;org.apache.commons.math3.geometry.euclidean.threed.Vector3D;org.apache.commons.math3.geometry.partitioning.Embedding;org.apache.commons.math3.geometry.Space;org.apache.commons.math3.geometry.Vector;org.apache.commons.math3.util.FastMath;org.apache.commons.math3.util.MathArrays","org.apache.commons.math3.geometry.euclidean.threed.LineTest","org.apache.commons.math3.geometry.euclidean.threed.LineTest::testRevert"
10,"org.apache.commons.math3.analysis.differentiation.DerivativeStructure;org.apache.commons.math3.analysis.differentiation.DSCompiler;org.apache.commons.math3.exception.DimensionMismatchException;org.apache.commons.math3.exception.MathIllegalArgumentException;org.apache.commons.math3.exception.MathIllegalNumberException;org.apache.commons.math3.exception.NumberIsTooLargeException;org.apache.commons.math3.exception.util.ExceptionContextProvider;org.apache.commons.math3.Field;org.apache.commons.math3.FieldElement;org.apache.commons.math3.util.FastMath","org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest","org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest::testAtan2SpecialCases"
